Provincia,Partido,Localidad,Población,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
CORDOBA,Marcos Juárez,General Baldissera,2387,SI,--,--,--,SI,--,SI,SI,SI,14063110.0,"-33,12201718","-62,30372126"
CORDOBA,Marcos Juárez,General Roca,2777,SI,--,--,SI,SI,--,SI,SI,SI,14063120.0,"-32,73051153","-61,91713871"
CORDOBA,Marcos Juárez,Guatimozín,2428,SI,--,--,--,SI,SI,--,SI,SI,14063130.0,"-33,46174113","-62,43914345"
CORDOBA,Marcos Juárez,Inriville,3709,SI,--,--,--,--,SI,SI,SI,SI,14063140.0,"-32,94384052","-62,23054875"
CORDOBA,Marcos Juárez,Isla Verde,4361,SI,SI,--,SI,--,--,SI,SI,SI,14063150.0,"-33,24010715","-62,40442655"
CORDOBA,Marcos Juárez,Leones,10391,SI,SI,--,SI,--,SI,SI,SI,SI,14063160.0,"-32,65839141","-62,29991463"
CORDOBA,Marcos Juárez,Los Surgentes,2752,SI,--,--,SI,SI,--,SI,SI,SI,14063170.0,"-32,98438263","-62,02370399"
ENTRE RIOS,Colón,Colón,23150,SI,SI,--,SI,SI,SI,SI,SI,SI,30008020.0,"-32,22321809","-58,14196748"
ENTRE RIOS,Colón,Colonia Hugues,74,--,--,--,--,--,SI,--,--,--,30008030.0,"-32,29636577","-58,23296812"
ENTRE RIOS,Colón,El Brillante,0,--,--,--,--,--,SI,--,--,--,30008100.0,"-32,17976698","-58,21223288"
ENTRE RIOS,Colón,El Colorado,0,--,--,--,--,--,--,--,SI,SI,30008100.0,"-32,18190175","-58,19185619"
ENTRE RIOS,Colón,Hambis,58,--,--,--,--,--,SI,--,--,--,30008040.0,"-31,96295135","-58,50820595"
ENTRE RIOS,Colón,Hocker,0,--,--,--,--,--,--,--,--,SI,30008100.0,"-32,08749585","-58,34170584"
ENTRE RIOS,Colón,Hocker,98,--,--,--,--,SI,SI,--,--,SI,30008100.0,"-32,08749585","-58,34170584"
ENTRE RIOS,Colón,La Clarita,436,--,--,--,SI,--,SI,SI,--,SI,30008060.0,"-31,97713751","-58,39176289"
ENTRE RIOS,Colón,Pueblo Cazes,205,--,--,--,--,--,SI,--,--,--,30008070.0,"-32,00304925","-58,49348326"
ENTRE RIOS,Colón,Pueblo Liebig's,670,--,--,--,SI,--,SI,SI,SI,SI,30008080.0,"-32,1570049","-58,19766169"
ENTRE RIOS,Colón,San José,16336,SI,--,--,--,--,SI,SI,SI,SI,30008090.0,"-32,20216133","-58,20959316"
ENTRE RIOS,Colón,Ubajay,3234,SI,--,--,SI,--,SI,SI,SI,SI,30008100.0,"-31,7925728","-58,31585174"
ENTRE RIOS,Colón,Villa Elisa,10266,SI,SI,--,SI,--,SI,SI,SI,SI,30008110.0,"-32,16062022","-58,40374835"
ENTRE RIOS,Concordia,Benito Legeren,0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,42887863","-58,07680614"
ENTRE RIOS,Concordia,Calabacilla,879,--,--,--,--,--,--,--,SI,SI,30015010.0,"-31,5076263","-58,13343466"
ENTRE RIOS,Concordia,Clodomiro Ledesma,124,--,--,--,--,--,SI,--,--,SI,30015020.0,"-31,57940282","-58,18136782"
LA PAMPA,Trenel,Metileo,483,--,--,--,--,SI,SI,SI,SI,SI,42147020.0,"-35,77324387","-63,94283089"
LA PAMPA,Trenel,Trenel,3387,SI,SI,--,--,SI,SI,SI,SI,SI,42147030.0,"-35,69417433","-64,13589997"
LA PAMPA,Utracán,Ataliva Roca,707,--,--,--,SI,SI,SI,SI,SI,SI,42154010.0,"-37,03233157","-64,28657244"
LA PAMPA,Utracán,Chacharramendi,226,--,--,--,--,SI,SI,SI,--,SI,42154020.0,"-37,33181478","-65,65077279"
LA PAMPA,Utracán,Colonia Santa María,289,--,--,SI,SI,--,SI,SI,--,--,42154030.0,"-37,49524358","-64,22488055"
LA PAMPA,Utracán,General Acha,12184,SI,SI,--,SI,SI,SI,SI,SI,SI,42154040.0,"-37,37367267","-64,60389647"
LA PAMPA,Utracán,Quehué,422,--,--,--,SI,SI,SI,SI,--,--,42154050.0,"-37,1212005","-64,51336616"
LA PAMPA,Utracán,Unanué,69,--,--,--,SI,--,SI,--,--,--,42154060.0,"-37,54397672","-64,35255549"
LA RIOJA,Arauco,Aimogasta,12249,SI,SI,--,SI,SI,SI,SI,SI,SI,46007010.0,"-28,55898984","-66,8272851"
LA RIOJA,Arauco,Arauco,852,--,--,--,--,--,--,--,--,--,46007020.0,"-28,58340319","-66,80364129"
LA RIOJA,Arauco,Bañado de los Pantanos,534,--,--,--,--,--,--,--,--,--,46007030.0,"-28,3871788","-66,83691223"
LA RIOJA,Arauco,Estación Mazán,407,--,--,--,--,SI,SI,--,--,SI,46007040.0,"-28,6648263","-66,51661956"
LA RIOJA,Arauco,Machigasta,0,--,--,--,--,--,--,--,SI,SI,46007040.0,"-28,54108438","-66,80702961"
LA RIOJA,Arauco,San Antonio,0,--,--,--,--,--,--,--,--,SI,46007040.0,"-28,55538014","-66,80138565"
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,94441,SI,SI,--,SI,--,--,SI,SI,SI,6515010.0,"-34,48699358","-58,7286751"
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,28780,SI,SI,--,SI,--,SI,SI,SI,SI,6515010.0,"-34,5004326","-58,66180506"
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,42663,SI,SI,SI,SI,--,SI,SI,SI,SI,6515010.0,"-34,47909331","-58,69897416"
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,59169,SI,SI,SI,SI,SI,SI,SI,SI,SI,6515010.0,"-34,50787467","-58,70134391"
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,408,--,SI,--,SI,--,SI,--,--,--,6515010.0,"-34,50787467","-58,70134391"
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,45901,SI,SI,--,SI,--,--,SI,SI,SI,6515010.0,"-34,47466615","-58,75133441"
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,48136,SI,SI,SI,SI,--,SI,SI,SI,SI,6515010.0,"-34,50615076","-58,67930635"
BUENOS AIRES,Mar Chiquita,Atlantida,0,--,--,--,--,--,--,--,SI,SI,6518020.0,"-37,85055193","-57,51345956"
BUENOS AIRES,Ensenada,Dique Nº 1,0,--,--,--,--,--,--,--,SI,SI,6245010.0,"-34,87584855","-57,9336299"
BUENOS AIRES,Ensenada,Ensenada,56463,SI,SI,SI,SI,--,SI,SI,SI,SI,6245010.0,"-34,86797702","-57,92143792"
BUENOS AIRES,Ensenada,Isla Santiago (Oeste),0,--,--,--,--,--,--,--,--,SI,6245010.0,"-34,8370462","-57,89996204"
BUENOS AIRES,Ensenada,Punta Lara,0,--,--,--,--,--,--,--,SI,SI,6245010.0,"-34,83466894","-58,00104819"
BUENOS AIRES,Ensenada,Villa Catela,0,--,--,--,--,--,SI,--,SI,SI,6245010.0,"-34,88460015","-57,95112903"
BUENOS AIRES,Escobar,Belen de Escobar,64544,SI,SI,--,SI,SI,SI,SI,SI,SI,6252010.0,"-34,35167041","-58,78325267"
BUENOS AIRES,Escobar,El cazador,4722,--,SI,--,SI,--,--,SI,SI,SI,6252010.0,"-34,30349049","-58,78112746"
BUENOS AIRES,Escobar,Garín,70042,SI,SI,--,SI,SI,SI,SI,SI,SI,6252010.0,"-34,42878523","-58,73617326"
CORDOBA,Río Seco,Cerro Colorado,225,--,--,--,--,--,SI,--,SI,SI,14112010.0,"-30,09605993","-63,92877317"
BUENOS AIRES,Luján,Open Door (Est. Dr. Domingo Cabred),0,SI,--,SI,--,--,SI,SI,SI,SI,6497060.0,"-34,48901624","-59,06173613"
BUENOS AIRES,Luján,Torres,2664,SI,--,--,--,--,SI,SI,SI,SI,6497090.0,"-34,43182151","-59,1287739"
BUENOS AIRES,Magdalena,Atalaya,720,--,--,--,SI,--,--,SI,--,--,6505010.0,"-35,02403635","-57,53402536"
BUENOS AIRES,Magdalena,General Mansilla (Est. Bartolomé Bavio),2022,--,SI,--,SI,--,--,SI,--,SI,6505020.0,"-35,08168343","-57,74697626"
BUENOS AIRES,Magdalena,Los Naranjos,115,--,--,--,SI,--,--,--,--,--,6505030.0,"-34,99655186","-57,70366425"
BUENOS AIRES,Magdalena,Magdalena,11093,SI,SI,SI,--,--,SI,SI,SI,SI,6505040.0,"-35,0806853","-57,51725858"
BUENOS AIRES,Magdalena,Roberto J. Payró,65,--,--,--,--,--,SI,--,--,--,6505050.0,"-35,17992671","-57,65198602"
BUENOS AIRES,Magdalena,Vieytes,287,--,--,--,SI,--,SI,SI,--,--,6505060.0,"-35,2695684","-57,57571174"
BUENOS AIRES,Maipú,Las Armas,365,SI,--,--,--,--,SI,SI,SI,SI,6511010.0,"-37,0860541","-57,82857523"
BUENOS AIRES,Maipú,Maipú,8883,SI,--,SI,--,--,SI,SI,SI,SI,6511020.0,"-36,86485146","-57,88291662"
BUENOS AIRES,Maipú,Santo Domingo,95,--,--,--,--,SI,SI,SI,--,SI,6511030.0,"-36,71375978","-57,58601265"
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,2877,SI,--,--,SI,--,--,--,SI,SI,6515010.0,"-34,45445506","-58,70624174"
SAN LUIS,Belgrano,Santa Rosa Del Gigante,0,--,--,--,--,--,--,--,--,--,74014040.0,"-32,99059657","-66,81403664"
SAN LUIS,Belgrano,Suyuque Nuevo,0,--,--,--,--,--,--,--,--,--,74014010.0,"-33,12934403","-66,28679815"
BUENOS AIRES,Tres Arroyos,Claromecó,2081,SI,--,--,SI,--,SI,SI,--,--,6833020.0,"-38,79737442","-60,10762304"
BUENOS AIRES,Tres Arroyos,Copetonas,1017,--,--,--,SI,--,SI,SI,SI,SI,6833030.0,"-38,72274034","-60,45196552"
BUENOS AIRES,Tres Arroyos,Dunamar,0,--,--,--,--,--,--,--,SI,SI,6833110.0,"-38,8586781","-60,08733193"
BUENOS AIRES,Tres Arroyos,Lin Calel,0,--,--,--,--,--,SI,--,--,--,6833040.0,"-38,70817783","-60,24172465"
BUENOS AIRES,Tres Arroyos,Micaela Cascallares (Est. Cascallares),567,--,--,--,SI,--,SI,SI,SI,SI,6833050.0,"-38,49267901","-60,46842328"
BUENOS AIRES,Tres Arroyos,Orense,2063,--,--,SI,SI,--,SI,SI,SI,SI,6833060.0,"-38,68551693","-59,77642871"
BUENOS AIRES,Tres Arroyos,Reta,495,--,--,--,--,--,SI,SI,SI,SI,6833070.0,"-38,89708055","-60,34340979"
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,523,--,--,--,--,--,SI,SI,SI,SI,6833080.0,"-38,69317052","-60,01417869"
BUENOS AIRES,Tres Arroyos,San Mayol,63,--,--,--,--,--,SI,--,--,--,6833090.0,"-38,31773652","-60,02584212"
BUENOS AIRES,Tres Arroyos,Tres Arroyos,46867,SI,SI,SI,SI,SI,SI,SI,SI,SI,6833100.0,"-38,37717858","-60,27555889"
BUENOS AIRES,Tres Arroyos,Villa Rodríguez (Est. Barrow),17,--,--,--,--,--,--,--,--,SI,6833110.0,"-38,31258177","-60,23249958"
CORDOBA,Marcos Juárez,Marcos Juárez,27004,SI,SI,--,SI,--,SI,SI,SI,SI,14063180.0,"-32,69130998","-62,10579467"
CORDOBA,Marcos Juárez,Monte Buey,6217,SI,--,--,--,--,--,SI,SI,SI,14063190.0,"-32,91752803","-62,4576576"
CORDOBA,Marcos Juárez,Noetinger,0,--,--,--,--,--,--,--,--,--,14063020.0,"-32,36","-62,31"
CORDOBA,Marcos Juárez,Saira,789,SI,--,--,--,--,--,SI,--,--,14063210.0,"-32,40641164","-62,10298318"
CORDOBA,Marcos Juárez,Saladillo,174,--,--,--,--,--,--,SI,--,--,14063220.0,"-32,93316049","-62,34287743"
CORDOBA,Marcos Juárez,Villa Elisa,26,SI,--,SI,--,--,--,SI,--,--,14063230.0,"-32,74877758","-62,3306744"
CORDOBA,Minas,Ciénaga del Coro,303,--,--,--,SI,--,SI,SI,--,SI,14070010.0,"-31,03811427","-65,27758885"
CORDOBA,Minas,El Chacho,154,--,--,--,SI,--,SI,SI,--,--,14070020.0,"-30,80179741","-65,64405214"
CORDOBA,Minas,Estancia de Guadalupe,140,--,--,--,--,--,SI,SI,--,--,14070030.0,"-31,12421016","-65,22690021"
CORDOBA,Minas,Guasapampa,129,--,--,--,--,--,SI,--,--,--,14070040.0,"-31,09753571","-65,32818751"
CORDOBA,Minas,La Playa,207,--,--,--,--,--,SI,SI,--,--,14070050.0,"-31,03502574","-65,34531222"
CORDOBA,Minas,San Carlos Minas,1311,SI,--,--,SI,--,SI,SI,SI,SI,14070060.0,"-31,17559042","-65,10170543"
CORDOBA,Minas,Talaini,112,--,--,--,--,--,SI,--,--,--,14070070.0,"-31,24969247","-65,16720004"
CORDOBA,Minas,Tosno,94,--,--,--,--,--,SI,--,--,--,14070080.0,"-30,94994256","-65,30992774"
CORDOBA,Pocho,Chancani,422,--,--,--,--,--,SI,SI,--,SI,14077010.0,"-31,41728202","-65,44534213"
CORDOBA,Pocho,Las Palmas,43,--,--,--,--,--,SI,--,--,--,14077020.0,"-31,38000762","-65,28997572"
CORDOBA,Pocho,Los Talares,157,--,--,--,--,--,SI,--,--,--,14077030.0,"-31,3754115","-65,03860115"
CORDOBA,Río Seco,Chañar Viejo,150,--,--,--,--,--,--,--,--,--,14112020.0,"-30,0139607","-63,85037522"
CORDOBA,Río Seco,Eufrasio Loza,166,--,--,--,--,--,--,--,--,--,14112030.0,"-29,92472264","-63,58891521"
CORDOBA,Río Seco,Gütemberg,542,--,--,--,--,--,--,--,--,--,14112040.0,"-29,72270925","-63,51499519"
CORDOBA,Río Seco,La Rinconada,106,--,--,--,--,--,--,--,--,SI,14112050.0,"-30,18465379","-62,83014263"
CORDOBA,Río Seco,Los Hoyos,194,--,--,--,--,--,--,--,--,SI,14112060.0,"-29,80243407","-63,62736228"
CORDOBA,Río Seco,Puesto de Castro,166,--,--,--,--,--,--,--,--,--,14112070.0,"-30,23908238","-63,49168541"
CORDOBA,Río Seco,Rayo Cortado,675,--,--,--,--,--,SI,--,--,--,14112080.0,"-30,07425933","-63,82498182"
CORDOBA,Río Seco,San Pedro de Gütemberg,124,--,--,--,--,--,--,--,--,--,14112090.0,"-29,69822842","-63,56108095"
CORDOBA,Río Seco,Santa Elena,219,--,--,--,--,--,--,--,--,SI,14112100.0,"-30,11747566","-63,84380547"
CORDOBA,Río Seco,Sebastián Elcano,2481,--,--,--,SI,--,--,SI,SI,SI,14112110.0,"-30,16144626","-63,59345039"
CORDOBA,Río Seco,Villa Candelaria,246,--,--,--,--,--,--,--,--,--,14112120.0,"-29,81629632","-63,35483914"
CORDOBA,Río Seco,Villa de María,4648,--,SI,--,--,--,SI,SI,SI,SI,14112130.0,"-29,90435834","-63,72231899"
CORDOBA,Río Segundo,Calchín,2435,--,SI,--,--,--,--,SI,SI,SI,14119010.0,"-31,66793599","-63,20068709"
CORDOBA,Río Segundo,Calchín Oeste,759,--,--,--,--,--,--,SI,SI,SI,14119020.0,"-31,86338684","-63,27816838"
CORDOBA,Río Segundo,Capilla del Carmen,328,--,SI,--,--,--,SI,SI,--,SI,14119030.0,"-31,50816782","-63,34213545"
CORDOBA,Río Segundo,Carrilobo,1763,--,SI,--,--,SI,SI,SI,SI,SI,14119040.0,"-31,87164688","-63,11650744"
CORDOBA,Río Segundo,Colazo,1598,--,--,--,SI,SI,--,SI,SI,SI,14119050.0,"-31,96429309","-63,38340111"
CORDOBA,Río Segundo,Colonia Videla,78,--,--,--,--,--,--,--,--,--,14119060.0,"-31,91750447","-63,50471595"
ENTRE RIOS,Concordia,Colonia Ayuí,1724,--,--,--,--,--,--,SI,SI,SI,30015030.0,"-31,20509016","-58,03388992"
ENTRE RIOS,Concordia,Colonia General Roca,640,--,--,--,--,--,--,--,--,--,30015040.0,"-31,32440652","-58,12140967"
ENTRE RIOS,Concordia,Colonia Yeruá,0,--,--,--,--,--,--,--,--,--,30015087.0,"-31,44088968","-58,11948037"
ENTRE RIOS,Concordia,Concordia,149450,SI,SI,--,SI,SI,SI,SI,SI,SI,30015060.0,"-31,36870441","-58,04502884"
ENTRE RIOS,Concordia,El Redomón,0,--,--,--,--,--,--,--,--,--,30015110.0,"-31,09588085","-58,29006373"
ENTRE RIOS,Concordia,Estación Yeruá,316,--,--,--,--,--,--,SI,--,SI,30015080.0,"-31,46943343","-58,2636681"
ENTRE RIOS,Concordia,Estación Yuquerí,190,--,--,--,--,--,--,--,--,--,30015083.0,"-31,39638124","-58,16115354"
ENTRE RIOS,Concordia,Estancia Grande,578,--,--,--,--,--,--,--,--,SI,30015087.0,"-31,44002827","-58,12466313"
ENTRE RIOS,Concordia,La Criolla,1543,--,--,--,SI,--,SI,SI,SI,SI,30015090.0,"-31,26937129","-58,10604254"
ENTRE RIOS,Concordia,Las Tejas,0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,41193996","-58,07400825"
ENTRE RIOS,Concordia,Los Charrúas,3306,--,--,--,--,--,SI,SI,SI,SI,30015100.0,"-31,17078407","-58,1873843"
ENTRE RIOS,Concordia,Nueva Escocia,453,--,--,--,--,--,--,--,--,SI,30015110.0,"-31,64731639","-58,01581261"
ENTRE RIOS,Concordia,Osvaldo Magnasco,1241,--,--,--,--,--,--,SI,--,SI,30015120.0,"-31,3131","-58,06"
ENTRE RIOS,Concordia,Pedernal,516,--,--,--,--,--,SI,--,--,SI,30015130.0,"-31,67147297","-58,23079127"
ENTRE RIOS,Concordia,Puerto Yeruá,1274,--,--,--,--,--,--,SI,--,SI,30015140.0,"-31,53083351","-58,01289477"
ENTRE RIOS,Concordia,Villa Adela,0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,40374265","-58,03941283"
ENTRE RIOS,Concordia,VILLA ZORRAQUIN,0,--,--,--,--,--,--,--,SI,SI,30015130.0,"-31,32995118","-58,01748485"
BUENOS AIRES,Tres De Febrero,11 De Septiembre,4402,SI,SI,--,SI,SI,--,SI,SI,SI,6840010.0,"-34,56631435","-58,61836007"
BUENOS AIRES,Tres De Febrero,Caseros,91280,SI,SI,--,SI,--,SI,SI,SI,SI,6840010.0,"-34,60887295","-58,56366446"
BUENOS AIRES,Tres De Febrero,Churruca,5846,SI,SI,--,SI,--,--,SI,SI,SI,6840010.0,"-34,55896648","-58,62280162"
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,17794,SI,SI,--,SI,--,--,SI,SI,SI,6840010.0,"-34,59611973","-58,5965999"
BUENOS AIRES,Tres De Febrero,Ciudadela,73939,SI,SI,SI,SI,SI,SI,SI,SI,SI,6840010.0,"-34,63269652","-58,54240678"
BUENOS AIRES,Tres De Febrero,El Libertador,15270,SI,SI,--,--,--,--,SI,SI,SI,6840010.0,"-34,55649862","-58,62233784"
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,7300,SI,SI,--,SI,--,SI,SI,SI,SI,6840010.0,"-34,61715287","-58,53421863"
CORDOBA,San Javier,El Pueblito,0,--,--,--,--,--,--,--,--,--,14133080.0,"-31,95109732","-65,07215079"
CORDOBA,San Javier,El Valle,0,--,--,--,--,--,--,--,--,--,14133080.0,"-31,95109732","-65,07215079"
CORDOBA,San Javier,La Paz,1189,--,--,--,--,SI,SI,SI,SI,SI,14133060.0,"-32,21727524","-65,05111571"
CORDOBA,San Javier,La Población,504,--,--,--,--,--,SI,--,--,--,14133070.0,"-32,06600318","-65,0309086"
CORDOBA,San Javier,La Ramada,60,--,--,--,--,--,SI,--,--,--,14133080.0,"-32,29965213","-65,03615122"
CORDOBA,San Javier,La Travesía,168,--,--,--,--,--,SI,--,--,--,14133090.0,"-32,10667582","-65,06375896"
CORDOBA,San Javier,Las Chacras,535,--,--,--,SI,--,--,--,--,--,14133095.0,"-32,24184478","-65,03409642"
CORDOBA,San Javier,Las Tapias,719,--,--,--,--,--,SI,--,SI,SI,14133100.0,"-31,95222792","-65,10142197"
CORDOBA,San Javier,Loma Bola,418,--,--,--,--,--,SI,--,--,--,14133105.0,"-32,21892956","-65,02851269"
CORDOBA,San Javier,Los Cerrillos,2283,--,--,--,--,--,SI,SI,SI,SI,14133110.0,"-31,97379","-65,43764425"
CORDOBA,San Javier,Los Hornillos,920,SI,--,--,--,--,SI,SI,SI,SI,14133120.0,"-31,90173531","-64,990089"
CORDOBA,San Javier,Los Molles,184,--,--,--,--,--,SI,--,--,--,14133130.0,"-31,9620954","-65,03831387"
CORDOBA,San Javier,Los Romeros,0,--,--,--,--,--,SI,--,--,--,14133040.0,"-32,13796678","-65,22323609"
CORDOBA,San Javier,Luyaba,727,--,--,--,--,--,SI,SI,--,SI,14133150.0,"-32,14834225","-65,0566187"
CORDOBA,San Javier,Quebracho Ladeado,165,--,--,--,--,--,SI,--,--,--,14133155.0,"-32,25709576","-65,03092119"
CORDOBA,San Javier,Quebrada de los Pozos,398,--,--,--,--,SI,SI,--,--,--,14133160.0,"-31,90749534","-65,03445802"
CORDOBA,San Javier,San Javier y Yacanto,1210,--,--,--,--,--,SI,SI,SI,SI,14133170.0,"-32,02665186","-65,02755223"
CORDOBA,San Javier,San José,967,--,--,--,--,--,SI,SI,SI,SI,14133180.0,"-31,9573259","-65,31520835"
LA RIOJA,Chilecito,Colonia Anguinán,225,--,SI,--,SI,--,SI,SI,--,--,46042020.0,"-29,25409802","-67,42613651"
LA RIOJA,Chilecito,Colonia Catinzaco,33,--,--,--,--,--,--,--,--,--,46042030.0,"-29,673166","-67,38236691"
LA RIOJA,Chilecito,Colonia Malligasta,482,--,--,--,--,--,--,--,--,--,46042040.0,"-29,20296662","-67,40034672"
LA RIOJA,Chilecito,Colonia Vichigasta,272,--,--,--,--,SI,--,--,--,--,46042050.0,"-29,44907164","-67,49141987"
LA RIOJA,Chilecito,Guanchín,284,--,--,--,--,--,SI,--,--,--,46042060.0,"-29,19272569","-67,63927543"
LA RIOJA,Chilecito,La Puntilla,0,--,--,--,--,--,--,--,--,--,46042030.0,"-29,14846981","-67,41912444"
LA RIOJA,Chilecito,Los Sarmientos,0,--,--,--,--,--,--,--,--,SI,46042030.0,"-29,15174672","-67,48260104"
LA RIOJA,Chilecito,Malligasta,1668,--,--,--,--,--,SI,SI,--,--,46042070.0,"-29,17720249","-67,44083163"
LA RIOJA,Chilecito,Miranda,171,--,--,--,--,--,--,SI,--,--,46042080.0,"-29,34103807","-67,66186996"
LA RIOJA,Chilecito,Nonogasta,6937,SI,SI,--,SI,SI,SI,SI,SI,SI,46042090.0,"-29,30409594","-67,50727846"
LA RIOJA,Chilecito,San Miguel,0,--,--,--,--,--,--,--,--,--,46042030.0,"-29,18467482","-67,47808267"
LA RIOJA,Chilecito,San Nicolás,153,--,--,--,--,--,SI,--,--,--,46042100.0,"-29,12176349","-67,47589596"
LA RIOJA,Chilecito,Santa Florentina,129,--,--,--,--,--,SI,--,--,--,46042110.0,"-29,13306158","-67,55760818"
LA RIOJA,Chilecito,Sañogasta,1805,--,--,--,--,--,SI,SI,SI,SI,46042120.0,"-29,3203739","-67,62779595"
LA RIOJA,Chilecito,Tilimuqui,279,--,--,--,--,--,SI,--,--,--,46042130.0,"-29,14944387","-67,42966458"
LA RIOJA,Chilecito,Vichigasta,3016,SI,--,--,SI,SI,SI,SI,SI,SI,46042140.0,"-29,48859737","-67,50228521"
LA RIOJA,Coronel Felipe Varela,Aicuña,219,--,--,--,--,--,SI,--,--,--,46028010.0,"-29,47724705","-67,77291341"
LA RIOJA,Coronel Felipe Varela,Guandacol,2525,--,SI,--,SI,SI,--,SI,--,SI,46028020.0,"-29,50985932","-68,55220454"
LA RIOJA,Coronel Felipe Varela,Los Palacios,512,--,--,--,--,--,SI,--,--,SI,46028030.0,"-29,37131193","-68,22713284"
NEUQUEN,Zapala,Mariano Moreno,2660,SI,--,SI,--,SI,SI,SI,--,--,58112020.0,"-38,76425913","-70,03866698"
NEUQUEN,Zapala,Ramon M. Castro,125,--,--,--,--,--,--,--,--,SI,58112030.0,"-38,86550062","-69,75026529"
NEUQUEN,Zapala,Zapala,32097,SI,--,SI,SI,SI,SI,SI,SI,SI,58112040.0,"-38,89616873","-70,06685453"
RIO NEGRO,25 de Mayo,Aguada de Guerra,126,--,--,--,--,--,SI,--,--,--,62091010.0,"-41,06390171","-68,38438104"
RIO NEGRO,25 de Mayo,Clemente Onelli,114,--,--,--,SI,--,--,--,--,--,62091020.0,"-41,244835","-70,03420294"
RIO NEGRO,25 de Mayo,Colan Conhue,76,--,--,--,--,SI,--,SI,--,--,62091030.0,"-40,67060841","-69,11125456"
RIO NEGRO,25 de Mayo,El Caín,176,--,--,--,--,SI,--,SI,--,--,62091040.0,"-41,81828743","-68,07741524"
RIO NEGRO,25 de Mayo,Ingeniero Jacobacci,6261,SI,--,SI,SI,SI,SI,SI,SI,SI,62091050.0,"-41,32681342","-69,54412639"
RIO NEGRO,25 de Mayo,Los Menucos,5187,--,--,--,--,SI,SI,--,--,SI,62091060.0,"-40,84519114","-68,08320251"
RIO NEGRO,25 de Mayo,Maquinchao,2494,--,--,--,--,SI,SI,SI,--,SI,62091070.0,"-41,24751656","-68,70034107"
RIO NEGRO,25 de Mayo,Mina Santa Teresita,3,--,--,--,--,--,--,--,--,--,62091080.0,"-40,93434356","-69,41165878"
RIO NEGRO,25 de Mayo,Pilquiniyeu,46,--,--,--,--,SI,--,--,--,--,62091090.0,"-41,90838654","-68,34247325"
RIO NEGRO,9 de Julio,Comicó,82,--,--,--,--,SI,--,--,--,--,62049010.0,"-41,06327551","-67,5965601"
RIO NEGRO,9 de Julio,Cona Niyeu,217,--,--,--,--,SI,--,SI,--,--,62049020.0,"-41,88120217","-66,94074043"
RIO NEGRO,9 de Julio,Ministro Ramos Mexía,973,--,--,--,SI,SI,SI,--,--,--,62049030.0,"-40,50854001","-67,26192071"
RIO NEGRO,9 de Julio,Prahuaniyeu,147,--,--,--,--,SI,--,SI,--,--,62049040.0,"-41,35915192","-67,93147634"
RIO NEGRO,9 de Julio,Sierra Colorada,1542,--,--,--,SI,SI,SI,--,--,SI,62049050.0,"-40,58509935","-67,75554459"
RIO NEGRO,9 de Julio,Treneta,27,--,--,--,--,--,SI,--,--,--,62049060.0,"-40,85082774","-66,98168469"
RIO NEGRO,9 de Julio,Yaminué,92,--,--,--,--,--,SI,--,--,--,62049070.0,"-40,84292745","-67,19225007"
RIO NEGRO,Adolfo Alsina,Bahía Creek,5,--,--,--,--,--,--,--,--,--,62007010.0,"-41,09542359","-63,90922409"
RIO NEGRO,Adolfo Alsina,El Cóndor,746,--,--,--,--,--,SI,SI,SI,SI,62007020.0,"-41,0430744","-62,82123397"
RIO NEGRO,Adolfo Alsina,El Juncal,83,--,--,--,--,--,--,--,--,--,62007030.0,"-40,80404643","-63,11925847"
RIO NEGRO,Adolfo Alsina,Guardia Mitre,856,--,--,--,--,SI,SI,SI,--,SI,62007040.0,"-40,43029519","-63,67191401"
RIO NEGRO,Adolfo Alsina,La Lobería,1,--,--,--,--,--,--,--,--,--,62007050.0,"-41,15410089","-63,12348004"
RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,665,--,--,--,--,--,--,--,--,--,62007060.0,"-40,87229772","-62,91466358"
RIO NEGRO,Adolfo Alsina,Pozo Salado,5,--,--,--,--,--,--,--,--,--,62007070.0,"-41,01784881","-64,14039331"
RIO NEGRO,Adolfo Alsina,San Javier,530,--,--,--,--,SI,SI,SI,--,--,62007080.0,"-40,74725095","-63,2646525"
RIO NEGRO,Adolfo Alsina,Viedma,52789,SI,SI,SI,SI,SI,SI,SI,SI,SI,62007090.0,"-40,80932327","-62,98532037"
